##mmu	Mus musculus (mouse)
##Method: ID mapping (ensembl_gene_id)
##Summary:	285 succeed, 27 fail

#Query	Gene ID|Gene name|Hyperlink
                    	positive regulation of neuron apoptotic process	Gene Ontology	GO:0043525
                    	positive regulation of phosphatidylinositol 3-kinase activity	Gene Ontology	GO:0043552
                    	negative regulation of cell differentiation	Gene Ontology	GO:0045596
                    	positive regulation of cell differentiation	Gene Ontology	GO:0045597
                    	regulation of osteoclast differentiation	Gene Ontology	GO:0045670
                    	negative regulation of mitotic nuclear division	Gene Ontology	GO:0045839
                    	negative regulation of smoothened signaling pathway	Gene Ontology	GO:0045879
                    	protein autophosphorylation	Gene Ontology	GO:0046777
                    	regulation of bone remodeling	Gene Ontology	GO:0046850
                    	perinuclear region of cytoplasm	Gene Ontology	GO:0048471
                    	digestive tract morphogenesis	Gene Ontology	GO:0048546
                    	negative regulation of developmental growth	Gene Ontology	GO:0048640
                    	response to axon injury	Gene Ontology	GO:0048678
                    	negative regulation of astrocyte differentiation	Gene Ontology	GO:0048712
                    	inner ear development	Gene Ontology	GO:0048839
                    	negative regulation of epithelial cell proliferation	Gene Ontology	GO:0050680
                    	positive regulation of peptidyl-tyrosine phosphorylation	Gene Ontology	GO:0050731
                    	cartilage development	Gene Ontology	GO:0051216
                    	inner ear receptor cell differentiation	Gene Ontology	GO:0060113
                    	bone development	Gene Ontology	GO:0060348
                    	bone morphogenesis	Gene Ontology	GO:0060349
                    	axonogenesis involved in innervation	Gene Ontology	GO:0060385
                    	alveolar secondary septum development	Gene Ontology	GO:0061144
                    	bone trabecula morphogenesis	Gene Ontology	GO:0061430
                    	lens fiber cell development	Gene Ontology	GO:0070307
                    	ERK1 and ERK2 cascade	Gene Ontology	GO:0070371
                    	positive regulation of ERK1 and ERK2 cascade	Gene Ontology	GO:0070374
                    	bone maturation	Gene Ontology	GO:0070977
                    	positive regulation of cell proliferation in bone marrow	Gene Ontology	GO:0071864
                    	epithelial cell fate commitment	Gene Ontology	GO:0072148
                    	positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway	Gene Ontology	GO:0090080
                    	cochlea development	Gene Ontology	GO:0090102
                    	positive regulation of canonical Wnt signaling pathway	Gene Ontology	GO:0090263
                    	fibroblast growth factor receptor apoptotic signaling pathway	Gene Ontology	GO:1902178
////
Query:              	ENSMUSG00000054150
Gene:               	mmu:212073	Syne3, KASH3, nesprin-3
Entrez Gene ID:      	212073
GO:                 	protein binding	Gene Ontology	GO:0005515
                    	nucleus	Gene Ontology	GO:0005634
                    	nuclear envelope	Gene Ontology	GO:0005635
                    	nuclear outer membrane	Gene Ontology	GO:0005640
                    	cytoplasm	Gene Ontology	GO:0005737
                    	endoplasmic reticulum	Gene Ontology	GO:0005783
                    	cytoskeleton organization	Gene Ontology	GO:0007010
                    	nuclear migration	Gene Ontology	GO:0007097
                    	cytoskeletal protein binding	Gene Ontology	GO:0008092
                    	regulation of cell shape	Gene Ontology	GO:0008360
                    	membrane	Gene Ontology	GO:0016020
                    	integral component of membrane	Gene Ontology	GO:0016021
                    	nuclear membrane	Gene Ontology	GO:0031965
                    	meiotic nuclear membrane microtubule tethering complex	Gene Ontology	GO:0034993
                    	actin filament binding	Gene Ontology	GO:0051015
                    	nucleus localization	Gene Ontology	GO:0051647
                    	establishment of protein localization to membrane	Gene Ontology	GO:0090150
                    	cytoskeleton-nuclear membrane anchor activity	Gene Ontology	GO:0140444
GOslim:             	intracellular	Gene Ontology Slim	GO:0005622
                    	nucleus	Gene Ontology Slim	GO:0005634
                    	nuclear envelope	Gene Ontology Slim	GO:0005635
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	endoplasmic reticulum	Gene Ontology Slim	GO:0005783
                    	cytoskeleton organization	Gene Ontology Slim	GO:0007010
                    	cytoskeletal protein binding	Gene Ontology Slim	GO:0008092
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	ENSMUSG00000028713
Gene:               	mmu:13120	Cyp4b1, CYPIVB1
Entrez Gene ID:      	13120
Pathway:            	Miscellaneous substrates	Reactome	R-MMU-211958
                    	bupropion degradation	BioCyc	PWY66-241
                    	nicotine degradation III	BioCyc	PWY66-221
                    	Fatty acids	Reactome	R-MMU-211935
                    	nicotine degradation II	BioCyc	PWY66-201
                    	Eicosanoids	Reactome	R-MMU-211979
                    	Biological oxidations	Reactome	R-MMU-211859
                    	Metabolism of lipids	Reactome	R-MMU-556833
                    	Phase I - Functionalization of compounds	Reactome	R-MMU-211945
                    	Arachidonic acid metabolism	Reactome	R-MMU-2142753
                    	Metabolism	Reactome	R-MMU-1430728
                    	Synthesis of Leukotrienes (LT) and Eoxins (EX)	Reactome	R-MMU-2142691
                    	Cytochrome P450 - arranged by substrate type	Reactome	R-MMU-211897
                    	Fatty acid metabolism	Reactome	R-MMU-8978868
GO:                 	monooxygenase activity	Gene Ontology	GO:0004497
                    	iron ion binding	Gene Ontology	GO:0005506
                    	endoplasmic reticulum	Gene Ontology	GO:0005783
                    	cellular aromatic compound metabolic process	Gene Ontology	GO:0006725
                    	drug binding	Gene Ontology	GO:0008144
                    	toxic substance binding	Gene Ontology	GO:0015643
                    	membrane	Gene Ontology	GO:0016020
                    	oxidoreductase activity	Gene Ontology	GO:0016491
                    	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	Gene Ontology	GO:0016705
                    	-	Gene Ontology	GO:0018585
                    	biphenyl metabolic process	Gene Ontology	GO:0018879
                    	-	Gene Ontology	GO:0018917
                    	heme binding	Gene Ontology	GO:0020037
                    	exogenous drug catabolic process	Gene Ontology	GO:0042738
                    	intracellular membrane-bounded organelle	Gene Ontology	GO:0043231
                    	metal ion binding	Gene Ontology	GO:0046872
                    	oxidation-reduction process	Gene Ontology	GO:0055114
                    	aromatase activity	Gene Ontology	GO:0070330
GOslim:             	intracellular	Gene Ontology Slim	GO:0005622
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	endoplasmic reticulum	Gene Ontology Slim	GO:0005783
                    	oxidoreductase activity	Gene Ontology Slim	GO:0016491
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	ENSMUSG00000038195
Gene:               	mmu:280408	Rilp, AI835553, Gm857
Entrez Gene ID:      	280408
Pathway:            	Phagosome	KEGG PATHWAY	mmu04145
                    	Salmonella infection	KEGG PATHWAY	mmu05132
                    	Immune System	Reactome	R-MMU-168256
                    	Adaptive Immune System	Reactome	R-MMU-1280218
                    	MHC class II antigen presentation	Reactome	R-MMU-2132295
GO:                 	protein binding	Gene Ontology	GO:0005515
                    	cytoplasm	Gene Ontology	GO:0005737
                    	mitochondrion	Gene Ontology	GO:0005739
                    	lysosome	Gene Ontology	GO:0005764
                    	endosome	Gene Ontology	GO:0005768
                    	late endosome	Gene Ontology	GO:0005770
                    	endosome to lysosome transport	Gene Ontology	GO:0008333
                    	regulation of multivesicular body size	Gene Ontology	GO:0010796
                    	protein transport	Gene Ontology	GO:0015031
                    	membrane	Gene Ontology	GO:0016020
                    	Rab GTPase binding	Gene Ontology	GO:0017137
                    	small GTPase binding	Gene Ontology	GO:0031267
                    	cytoplasmic vesicle	Gene Ontology	GO:0031410
                    	endosome transport via multivesicular body sorting pathway	Gene Ontology	GO:0032509
                    	protein-containing complex	Gene Ontology	GO:0032991
                    	ciliary basal body	Gene Ontology	GO:0036064
                    	negative regulation of protein catabolic process	Gene Ontology	GO:0042177
                    	early endosome to late endosome transport	Gene Ontology	GO:0045022
                    	positive regulation of protein catabolic process	Gene Ontology	GO:0045732
                    	protein dimerization activity	Gene Ontology	GO:0046983
                    	dynein light intermediate chain binding	Gene Ontology	GO:0051959
                    	cilium assembly	Gene Ontology	GO:0060271
                    	intralumenal vesicle formation	Gene Ontology	GO:0070676
GOslim:             	intracellular	Gene Ontology Slim	GO:0005622
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	mitochondrion	Gene Ontology Slim	GO:0005739
                    	lysosome	Gene Ontology Slim	GO:0005764
                    	endosome	Gene Ontology Slim	GO:0005768
                    	vacuole	Gene Ontology Slim	GO:0005773
                    	transport	Gene Ontology Slim	GO:0006810
                    	protein transport	Gene Ontology Slim	GO:0015031
                    	cytoplasmic vesicle	Gene Ontology Slim	GO:0031410
                    	protein-containing complex	Gene Ontology Slim	GO:0032991
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	ENSMUSG00000044562
Gene:               	mmu:69903	Rasip1, 1110025D03Rik, 2610025P08Rik, AI853551, Rain
Entrez Gene ID:      	69903
GO:                 	angiogenesis	Gene Ontology	GO:0001525
                    	vasculogenesis	Gene Ontology	GO:0001570
                    	protein binding	Gene Ontology	GO:0005515
                    	cytoplasm	Gene Ontology	GO:0005737
                    	Golgi apparatus	Gene Ontology	GO:0005794
                    	cell-cell junction	Gene Ontology	GO:0005911
                    	signal transduction	Gene Ontology	GO:0007165
                    	positive regulation of cell population proliferation	Gene Ontology	GO:0008284
                    	negative regulation of autophagy	Gene Ontology	GO:0010507
                    	Ras GTPase binding	Gene Ontology	GO:0017016
                    	protein-containing complex	Gene Ontology	GO:0032991
                    	positive regulation of integrin activation	Gene Ontology	GO:0033625
                    	negative regulation of Rho protein signal transduction	Gene Ontology	GO:0035024
                    	protein homodimerization activity	Gene Ontology	GO:0042803
                    	regulation of GTPase activity	Gene Ontology	GO:0043087
                    	perinuclear region of cytoplasm	Gene Ontology	GO:0048471
                    	branching morphogenesis of an epithelial tube	Gene Ontology	GO:0048754
                    	GTPase binding	Gene Ontology	GO:0051020
                    	negative regulation of membrane permeability	Gene Ontology	GO:1905709
                    	negative regulation of Rho-dependent protein serine/threonine kinase activity	Gene Ontology	GO:2000299
GOslim:             	intracellular	Gene Ontology Slim	GO:0005622
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	Golgi apparatus	Gene Ontology Slim	GO:0005794
                    	signal transduction	Gene Ontology Slim	GO:0007165
                    	protein-containing complex	Gene Ontology Slim	GO:0032991
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	ENSMUSG00000020323
Gene:               	mmu:73106	Prss57, 2900092M14Rik, GLGL782, NSP4, Prssl1, UNQ782
Entrez Gene ID:      	73106
GO:                 	serine-type endopeptidase activity	Gene Ontology	GO:0004252
                    	extracellular region	Gene Ontology	GO:0005576
                    	extracellular space	Gene Ontology	GO:0005615
                    	proteolysis	Gene Ontology	GO:0006508
                    	heparin binding	Gene Ontology	GO:0008201
                    	peptidase activity	Gene Ontology	GO:0008233
                    	serine-type peptidase activity	Gene Ontology	GO:0008236
                    	hydrolase activity	Gene Ontology	GO:0016787
                    	azurophil granule lumen	Gene Ontology	GO:0035578
GOslim:             	extracellular region	Gene Ontology Slim	GO:0005576
                    	extracellular space	Gene Ontology Slim	GO:0005615
                    	peptidase activity	Gene Ontology Slim	GO:0008233
////
Query:              	ENSMUSG00000056310
Gene:               	mmu:100929	Tyw1, AW125391, Rsafd1
Entrez Gene ID:      	100929
GO:                 	nucleotide binding	Gene Ontology	GO:0000166
                    	catalytic activity	Gene Ontology	GO:0003824
                    	tRNA processing	Gene Ontology	GO:0008033
                    	FMN binding	Gene Ontology	GO:0010181
                    	lyase activity	Gene Ontology	GO:0016829
                    	wybutosine biosynthetic process	Gene Ontology	GO:0031591
                    	metal ion binding	Gene Ontology	GO:0046872
                    	iron-sulfur cluster binding	Gene Ontology	GO:0051536
                    	4 iron, 4 sulfur cluster binding	Gene Ontology	GO:0051539
                    	oxidation-reduction process	Gene Ontology	GO:0055114
GOslim:             	lyase activity	Gene Ontology Slim	GO:0016829
////
Query:              	ENSMUSG00000032515
Gene:               	mmu:215418	Csrnp1, 4931429D10Rik, Axud1, CSRNP-1, URAX1, taip-3
Entrez Gene ID:      	215418
GO:                 	DNA-binding transcription activator activity, RNA polymerase II-specific	Gene Ontology	GO:0001228
                    	DNA binding	Gene Ontology	GO:0003677
                    	DNA-binding transcription factor activity	Gene Ontology	GO:0003700
                    	nucleus	Gene Ontology	GO:0005634
                    	regulation of transcription, DNA-templated	Gene Ontology	GO:0006355
                    	apoptotic process	Gene Ontology	GO:0006915
                    	post-embryonic development	Gene Ontology	GO:0009791
                    	sequence-specific DNA binding	Gene Ontology	GO:0043565
                    	positive regulation of transcription by RNA polymerase II	Gene Ontology	GO:0045944
                    	platelet-derived growth factor receptor signaling pathway	Gene Ontology	GO:0048008
                    	skeletal system morphogenesis	Gene Ontology	GO:0048705
                    	roof of mouth development	Gene Ontology	GO:0060021
                    	face morphogenesis	Gene Ontology	GO:0060325
GOslim:             	DNA binding	Gene Ontology Slim	GO:0003677
                    	DNA-binding transcription factor activity	Gene Ontology Slim	GO:0003700
                    	intracellular	Gene Ontology Slim	GO:0005622
                    	nucleus	Gene Ontology Slim	GO:0005634
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	ENSMUSG00000040415
Gene:               	mmu:80904	Dtx3, Deltex3, mg310
Entrez Gene ID:      	80904
Pathway:            	Notch signaling pathway	KEGG PATHWAY	mmu04330
GO:                 	protein binding	Gene Ontology	GO:0005515
                    	nucleoplasm	Gene Ontology	GO:0005654
                    	cytoplasm	Gene Ontology	GO:0005737
                    	Notch signaling pathway	Gene Ontology	GO:0007219
                    	protein ubiquitination	Gene Ontology	GO:0016567
                    	transferase activity	Gene Ontology	GO:0016740
                    	metal ion binding	Gene Ontology	GO:0046872
                    	ubiquitin protein ligase activity	Gene Ontology	GO:0061630
GOslim:             	intracellular	Gene Ontology Slim	GO:0005622
                    	cytoplasm	Gene Ontology Slim	GO:0005737
////
Query:              	ENSMUSG00000037363
Gene:               	mmu:270035	Letm2, 6030453H13, D030041N04Rik
Entrez Gene ID:      	270035
GO:                 	molecular_function	Gene Ontology	GO:0003674
                    	mitochondrion	Gene Ontology	GO:0005739
                    	mitochondrial inner membrane	Gene Ontology	GO:0005743
                    	cellular metal ion homeostasis	Gene Ontology	GO:0006875
                    	membrane	Gene Ontology	GO:0016020
                    	integral component of membrane	Gene Ontology	GO:0016021
                    	ribosome binding	Gene Ontology	GO:0043022
GOslim:             	intracellular	Gene Ontology Slim	GO:0005622
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	mitochondrion	Gene Ontology Slim	GO:0005739
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	ENSMUSG00000069300
Gene:               	mmu:319183	Hist1h2bj
Entrez Gene ID:      	319183
Pathway:            	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	Reactome	R-MMU-5625886
                    	Transcriptional regulation by small RNAs	Reactome	R-MMU-5578749
                    	G2/M DNA damage checkpoint	Reactome	R-MMU-69473
                    	Viral carcinogenesis	KEGG PATHWAY	mmu05203
                    	Alcoholism	KEGG PATHWAY	mmu05034
                    	Systemic lupus erythematosus	KEGG PATHWAY	mmu05322
                    	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	Reactome	R-MMU-8936459
                    	G2/M Checkpoints	Reactome	R-MMU-69481
                    	DNA Double Strand Break Response	Reactome	R-MMU-5693606
                    	PRC2 methylates histones and DNA	Reactome	R-MMU-212300
                    	Cell Cycle Checkpoints	Reactome	R-MMU-69620
                    	Protein ubiquitination	Reactome	R-MMU-8852135
                    	Positive epigenetic regulation of rRNA expression	Reactome	R-MMU-5250913
                    	Signaling by Rho GTPases	Reactome	R-MMU-194315
                    	Signaling by WNT	Reactome	R-MMU-195721
                    	RNA Polymerase I Promoter Clearance	Reactome	R-MMU-73854
                    	Formation of the beta-catenin:TCF transactivating complex	Reactome	R-MMU-201722
                    	HATs acetylate histones	Reactome	R-MMU-3214847
                    	RNA Polymerase I Promoter Escape	Reactome	R-MMU-73772
                    	Cellular responses to external stimuli	Reactome	R-MMU-8953897
                    	ESR-mediated signaling	Reactome	R-MMU-8939211
                    	Cleavage of the damaged purine	Reactome	R-MMU-110331
                    	Epigenetic regulation of gene expression	Reactome	R-MMU-212165
                    	Telomere Maintenance	Reactome	R-MMU-157579
                    	DNA Repair	Reactome	R-MMU-73894
                    	Mitotic Prophase	Reactome	R-MMU-68875
                    	Recognition and association of DNA glycosylase with site containing an affected purine	Reactome	R-MMU-110330
                    	Deposition of new CENPA-containing nucleosomes at the centromere	Reactome	R-MMU-606279
                    	Metabolism of proteins	Reactome	R-MMU-392499
                    	E3 ubiquitin ligases ubiquitinate target proteins	Reactome	R-MMU-8866654
                    	RHO GTPase Effectors	Reactome	R-MMU-195258
                    	Post-translational protein modification	Reactome	R-MMU-597592
                    	DNA Damage/Telomere Stress Induced Senescence	Reactome	R-MMU-2559586
                    	SIRT1 negatively regulates rRNA expression	Reactome	R-MMU-427359
                    	Processing of DNA double-strand break ends	Reactome	R-MMU-5693607
                    	RNA Polymerase I Promoter Opening	Reactome	R-MMU-73728
                    	Gene expression (Transcription)	Reactome	R-MMU-74160
                    	Senescence-Associated Secretory Phenotype (SASP)	Reactome	R-MMU-2559582
                    	Cell Cycle	Reactome	R-MMU-1640170
                    	Estrogen-dependent gene expression	Reactome	R-MMU-9018519
                    	Signaling by Nuclear Receptors	Reactome	R-MMU-9006931
                    	Signal Transduction	Reactome	R-MMU-162582
                    	Transcriptional regulation by RUNX1	Reactome	R-MMU-8878171
                    	Negative epigenetic regulation of rRNA expression	Reactome	R-MMU-5250941
                    	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	Reactome	R-MMU-5693567
                    	Cellular responses to stress	Reactome	R-MMU-2262752
                    	Generic Transcription Pathway	Reactome	R-MMU-212436
                    	M Phase	Reactome	R-MMU-68886
                    	Nonhomologous End-Joining (NHEJ)	Reactome	R-MMU-5693571
                    	Base-Excision Repair, AP Site Formation	Reactome	R-MMU-73929
                    	Chromatin organization	Reactome	R-MMU-4839726
                    	Depurination	Reactome	R-MMU-73927
                    	RHO GTPases activate PKNs	Reactome	R-MMU-5625740
                    	Cell Cycle, Mitotic	Reactome	R-MMU-69278
                    	B-WICH complex positively regulates rRNA expression	Reactome	R-MMU-5250924
                    	TCF dependent signaling in response to WNT	Reactome	R-MMU-201681
                    	Base Excision Repair	Reactome	R-MMU-73884
                    	Chromosome Maintenance	Reactome	R-MMU-73886
                    	Packaging Of Telomere Ends	Reactome	R-MMU-171306
                    	Nucleosome assembly	Reactome	R-MMU-774815
                    	Gene Silencing by RNA	Reactome	R-MMU-211000
                    	Homology Directed Repair	Reactome	R-MMU-5693538
                    	Cellular Senescence	Reactome	R-MMU-2559583
                    	Chromatin modifying enzymes	Reactome	R-MMU-3247509
                    	RNA Polymerase II Transcription	Reactome	R-MMU-73857
                    	Condensation of Prophase Chromosomes	Reactome	R-MMU-2299718
                    	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	Reactome	R-MMU-5693565
                    	NoRC negatively regulates rRNA expression	Reactome	R-MMU-427413
                    	DNA Double-Strand Break Repair	Reactome	R-MMU-5693532
                    	Oxidative Stress Induced Senescence	Reactome	R-MMU-2559580
                    	RNA Polymerase I Transcription	Reactome	R-MMU-73864
////
Query:              	ENSMUSG00000019467
Gene:               	mmu:52666	Arhgef25, 2410008H17Rik, D10Ertd610e, GEFT
Entrez Gene ID:      	52666
Pathway:            	GPCR downstream signalling	Reactome	R-MMU-388396
                    	Signaling by GPCR	Reactome	R-MMU-372790
                    	Signal Transduction	Reactome	R-MMU-162582
                    	G alpha (q) signalling events	Reactome	R-MMU-416476
GO:                 	guanyl-nucleotide exchange factor activity	Gene Ontology	GO:0005085
                    	Rho guanyl-nucleotide exchange factor activity	Gene Ontology	GO:0005089
                    	protein binding	Gene Ontology	GO:0005515
                    	cytoplasm	Gene Ontology	GO:0005737
                    	plasma membrane	Gene Ontology	GO:0005886
                    	membrane	Gene Ontology	GO:0016020
                    	myofibril	Gene Ontology	GO:0030016
                    	regulation of Rho protein signal transduction	Gene Ontology	GO:0035023
GOslim:             	intracellular	Gene Ontology Slim	GO:0005622
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	plasma membrane	Gene Ontology Slim	GO:0005886
////
Query:              	ENSMUSG00000067567
Gene:               	mmu:70315	Hdac8, 2610007D20Rik
Entrez Gene ID:      	70315
Pathway:            	Wnt signaling pathway	PANTHER	P00057
                    	Viral carcinogenesis	KEGG PATHWAY	mmu05203
                    	Alcoholism	KEGG PATHWAY	mmu05034
                    	Mitotic Metaphase and Anaphase	Reactome	R-MMU-2555396
                    	Gene expression (Transcription)	Reactome	R-MMU-74160
                    	Cell Cycle	Reactome	R-MMU-1640170
                    	Separation of Sister Chromatids	Reactome	R-MMU-2467813
                    	Generic Transcription Pathway	Reactome	R-MMU-212436
                    	M Phase	Reactome	R-MMU-68886
                    	Cell Cycle, Mitotic	Reactome	R-MMU-69278
                    	Mitotic Anaphase	Reactome	R-MMU-68882
                    	Notch-HLH transcription pathway	Reactome	R-MMU-350054
                    	RNA Polymerase II Transcription	Reactome	R-MMU-73857
GO:                 	histone deacetylase complex	Gene Ontology	GO:0000118
                    	chromatin binding	Gene Ontology	GO:0003682
                    	histone deacetylase activity	Gene Ontology	GO:0004407
                    	nucleus	Gene Ontology	GO:0005634
                    	nucleoplasm	Gene Ontology	GO:0005654
                    	cytoplasm	Gene Ontology	GO:0005737
                    	plasma membrane	Gene Ontology	GO:0005886
                    	chromatin organization	Gene Ontology	GO:0006325
                    	sister chromatid cohesion	Gene Ontology	GO:0007062
                    	transcription factor binding	Gene Ontology	GO:0008134
                    	histone deacetylation	Gene Ontology	GO:0016575
                    	hydrolase activity	Gene Ontology	GO:0016787
                    	deacetylase activity	Gene Ontology	GO:0019213
                    	Hsp70 protein binding	Gene Ontology	GO:0030544
                    	negative regulation of protein ubiquitination	Gene Ontology	GO:0031397
                    	regulation of protein stability	Gene Ontology	GO:0031647
                    	NAD-dependent histone deacetylase activity (H3-K14 specific)	Gene Ontology	GO:0032041
                    	regulation of telomere maintenance	Gene Ontology	GO:0032204
                    	positive regulation of transcription by RNA polymerase II	Gene Ontology	GO:0045944
                    	metal ion binding	Gene Ontology	GO:0046872
                    	Hsp90 protein binding	Gene Ontology	GO:0051879
                    	histone H3 deacetylation	Gene Ontology	GO:0070932
                    	histone H4 deacetylation	Gene Ontology	GO:0070933
                    	regulation of cohesin loading	Gene Ontology	GO:0071922
GOslim:             	intracellular	Gene Ontology Slim	GO:0005622
                    	nucleus	Gene Ontology Slim	GO:0005634
                    	nucleoplasm	Gene Ontology Slim	GO:0005654
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	plasma membrane	Gene Ontology Slim	GO:0005886
                    	transcription factor binding	Gene Ontology Slim	GO:0008134
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	ENSMUSG00000041658
Gene:               	mmu:245670	Rragb
Entrez Gene ID:      	245670
Pathway:            	Energy dependent regulation of mTOR by LKB1-AMPK	Reactome	R-MMU-380972
                    	Transcriptional Regulation by TP53	Reactome	R-MMU-3700989
                    	mTOR signaling pathway	KEGG PATHWAY	mmu04150
                    	Autophagy - animal	KEGG PATHWAY	mmu04140
                    	Regulation of PTEN gene transcription	Reactome	R-MMU-8943724
                    	Macroautophagy	Reactome	R-MMU-1632852
                    	PIP3 activates AKT signaling	Reactome	R-MMU-1257604
                    	Cellular responses to external stimuli	Reactome	R-MMU-8953897
                    	mTOR signalling	Reactome	R-MMU-165159
                    	Intracellular signaling by second messengers	Reactome	R-MMU-9006925
                    	Gene expression (Transcription)	Reactome	R-MMU-74160
                    	Autophagy	Reactome	R-MMU-9612973
                    	Signal Transduction	Reactome	R-MMU-162582
                    	Generic Transcription Pathway	Reactome	R-MMU-212436
                    	TP53 Regulates Metabolic Genes	Reactome	R-MMU-5628897
                    	PTEN Regulation	Reactome	R-MMU-6807070
                    	RNA Polymerase II Transcription	Reactome	R-MMU-73857
                    	mTORC1-mediated signalling	Reactome	R-MMU-166208
GO:                 	nucleotide binding	Gene Ontology	GO:0000166
                    	GTPase activity	Gene Ontology	GO:0003924
                    	GTP binding	Gene Ontology	GO:0005525
                    	nucleus	Gene Ontology	GO:0005634
                    	cytoplasm	Gene Ontology	GO:0005737
                    	lysosome	Gene Ontology	GO:0005764
                    	cellular response to starvation	Gene Ontology	GO:0009267
                    	regulation of autophagy	Gene Ontology	GO:0010506
                    	hydrolase activity	Gene Ontology	GO:0016787
                    	regulation of TOR signaling	Gene Ontology	GO:0032006
                    	positive regulation of TOR signaling	Gene Ontology	GO:0032008
                    	guanyl ribonucleotide binding	Gene Ontology	GO:0032561
                    	cellular response to amino acid starvation	Gene Ontology	GO:0034198
                    	EGO complex	Gene Ontology	GO:0034448
                    	cellular protein localization	Gene Ontology	GO:0034613
                    	GTPase binding	Gene Ontology	GO:0051020
                    	cellular response to amino acid stimulus	Gene Ontology	GO:0071230
                    	positive regulation of TORC1 signaling	Gene Ontology	GO:1904263
                    	Gtr1-Gtr2 GTPase complex	Gene Ontology	GO:1990131
                    	cellular response to leucine starvation	Gene Ontology	GO:1990253
GOslim:             	GTPase activity	Gene Ontology Slim	GO:0003924
                    	intracellular	Gene Ontology Slim	GO:0005622
                    	nucleus	Gene Ontology Slim	GO:0005634
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	lysosome	Gene Ontology Slim	GO:0005764
                    	vacuole	Gene Ontology Slim	GO:0005773
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	ENSMUSG00000049532
Gene:               	mmu:50524	Sall2, AI225809, AW559097, Msal-2, Sal-2, mKIAA0360, p150(Sal2)
Entrez Gene ID:      	50524
GO:                 	negative regulation of transcription by RNA polymerase II	Gene Ontology	GO:0000122
                    	transcription regulatory region sequence-specific DNA binding	Gene Ontology	GO:0000976
                    	RNA polymerase II transcription regulatory region sequence-specific DNA binding	Gene Ontology	GO:0000977
                    	DNA-binding transcription factor activity, RNA polymerase II-specific	Gene Ontology	GO:0000981
                    	DNA-binding transcription activator activity, RNA polymerase II-specific	Gene Ontology	GO:0001228
                    	eye development	Gene Ontology	GO:0001654
                    	nucleic acid binding	Gene Ontology	GO:0003676
                    	DNA binding	Gene Ontology	GO:0003677
                    	nucleus	Gene Ontology	GO:0005634
                    	regulation of transcription by RNA polymerase II	Gene Ontology	GO:0006357
                    	neural tube development	Gene Ontology	GO:0021915
                    	protein-containing complex binding	Gene Ontology	GO:0044877
                    	negative regulation of transcription, DNA-templated	Gene Ontology	GO:0045892
                    	positive regulation of transcription by RNA polymerase II	Gene Ontology	GO:0045944
                    	metal ion binding	Gene Ontology	GO:0046872
GOslim:             	DNA binding	Gene Ontology Slim	GO:0003677
                    	intracellular	Gene Ontology Slim	GO:0005622
                    	nucleus	Gene Ontology Slim	GO:0005634
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	ENSMUSG00000073430
////
Query:              	ENSMUSG00000052485
Gene:               	mmu:380863	Tmem171, Gm905
Entrez Gene ID:      	380863
GO:                 	molecular_function	Gene Ontology	GO:0003674
                    	cellular_component	Gene Ontology	GO:0005575
                    	biological_process	Gene Ontology	GO:0008150
                    	membrane	Gene Ontology	GO:0016020
                    	integral component of membrane	Gene Ontology	GO:0016021
////
Query:              	ENSMUSG00000040177
Gene:               	mmu:68277	2310057M21Rik, 3110040E10Rik, AI429544
Entrez Gene ID:      	68277
GO:                 	cytoplasm	Gene Ontology	GO:0005737
                    	mitochondrion	Gene Ontology	GO:0005739
                    	biological_process	Gene Ontology	GO:0008150
                    	hydrolase activity	Gene Ontology	GO:0016787
                    	ATPase activity	Gene Ontology	GO:0016887
                    	identical protein binding	Gene Ontology	GO:0042802
////
Query:              	ENSMUSG00000082292
////
Query:              	ENSMUSG00000116249
////
Query:              	ENSMUSG00000026249
Gene:               	mmu:20720	Serpine2, B230326M24Rik, PAI-1, PI-7, PI7, PN-1, Spi4
Entrez Gene ID:      	20720
